code_projeto,titulo,area,horas,data_Inicio,data_Fim,code_financiamento,costo,code_regiao
Bexx4192,"Estudo sobre a aplicação de tecnologias de inteligência artificial na previsão de epidemias",Tecnologia,487,2021-03-26,2021-06-30,B,47310,4
Beyy634,"Estudo sobre o impacto das mudanças climáticas na biodiversidade da Amazônia","Meio Ambiente",390,2019-07-20,2019-11-02,B,21893,2
BeZ3774,"Estudo de mecanismos de envelhecimento humano a partir de análise de circuitos celulares","Biologia Molecular",601,2021-12-25,2022-03-07,B,13237,4
BeZ4029,"Estudo do impacto da mineração em áreas rurais na biodiversidade terrestre","Ecologia de paisagem",1484,2018-08-24,2018-10-29,B,18923,3
Beza312,"Exploring the Deep Sea: Discoveries of New Species and Ecosystems",Oceanografia,1303,2022-12-01,2023-01-27,B,47183,2
Bfll3486,"Fast-food automatizado",Tecnologia,676,2022-09-07,2023-02-06,B,31970,3
Bgkk3109,"Garantia de acesso à água potável e saneamento básico para comunidades migrantes LGBTQIA+","Saneamento Básico",334,2018-06-14,2018-08-24,B,33657,4
Bgll3838,"Garantia de acesso à água potável e saneamento básico para comunidades migrantes","Saneamento Básico",1083,2021-03-25,2021-06-04,B,20411,2
BgN4667,"Garantia de acesso à moradia digna para migrantes","Moradia Digna",817,2019-04-23,2019-07-13,B,26320,5
BgN615,"Garantia de acesso à educação de qualidade para todas as crianças",Educação,308,2022-11-16,2023-01-14,B,21755,1
BgO3949,"Garantia de acesso à moradia digna para pessoas LGBTQIA+","Moradia Digna",707,2018-11-01,2018-12-02,B,29174,5
BiA4259,"Impacto da poluição atmosférica na saúde humana","Saúde Pública",909,2019-02-26,2019-06-23,B,11614,4
Biaa1080,"Investigação em Engenharia de Transportes",Engenharia,438,2022-06-30,2022-11-29,B,32622,4
Biab812,"Investigação de novas energias renováveis",Engenharia,400,2022-11-14,2022-12-25,B,48924,1
BiC848,"Inteligência Artificial e sociedade: avanços e riscos",Tecnologia,1187,2022-02-25,2022-04-16,B,41700,3
Biff2928,"Investigação em Criptografia","Segurança da Informação",669,2022-05-25,2022-09-01,B,35029,2
Bigg4742,"Investigação em Engenharia de Mineração",Engenharia,836,2020-10-03,2021-01-25,B,26534,1
BiH1919,"Inteligência artificial na medicina",Tecnologia,731,2022-03-11,2022-05-26,B,16259,3
BiI526,"Investigação sobre o uso de energia renovável em zonas rurais",Sustentabilidade,500,2018-02-01,2018-06-15,B,45344,3
Biii579,"Investigação de Neurociência e Comportamento",Neurociência,369,2018-07-29,2018-12-03,B,28742,1
BiK2243,"Inclusão de idosos em situação de pobreza no mercado de trabalho","Inclusão no Mercado de Trabalho",944,2020-02-19,2020-06-06,B,17628,5
Binn1213,"Inclusão de jovens no mercado de trabalho através do empreendedorismo",Empreendedorismo,541,2020-05-25,2020-08-29,B,37449,4
BiQ1320,"Irrigação após aspersão através da RNA",Tecnologia,766,2021-11-17,2021-12-12,B,38926,4
Biqq75,"Investigação de Energia das Marés",Energia,497,2019-06-17,2019-08-20,B,13908,5
Birr577,"Investigação em Imunologia",Medicina,613,2020-01-19,2020-04-26,B,10241,4
BiT3930,"Investigação em Engenharia de Alimentos",Engenharia,1472,2022-04-14,2022-08-08,B,39476,3
BiU3953,"Investigação em Nanomedicina",Medicina,500,2021-02-25,2021-07-12,B,20248,5
BiU443,"Investigação sobre os efeitos da exposição à radiação em trabalhadores de usinas nucleares",Física,343,2018-08-04,2018-12-24,B,26543,2
Biuu4256,"Investigação em Energia de Fusão",Energia,442,2021-03-29,2021-05-03,B,32832,2
BiY4723,"Inclusão de crianças com deficiência na escola e na sociedade",Inclusão,1200,2019-12-07,2020-04-28,B,17482,1
Bmaa3414,"Melhoria da qualidade do ensino público",Educação,864,2022-11-30,2022-12-10,B,43566,1
BmG2128,"Modelagem de tráfego urbano e planejamento de transportes","Engenharia de Transportes",983,2018-02-10,2018-06-01,B,45220,4
BmG3639,"Monitoramento de desmatamento na Amazônia","Meio Ambiente",1439,2021-01-03,2021-06-24,B,49658,1
BmK2154,"Monitoramento de terremotos com Big Data",Geologia,373,2021-04-19,2021-08-24,B,21676,5
Bmoo925,"Modelagem de crises climáticas globais",Climatologia,981,2022-02-26,2022-06-17,B,35667,1
BmS366,"Mapeamento da cobertura vegetacional da Amazônia",Ecologia,904,2020-06-24,2020-09-29,B,48128,3
BmS4743,"Mapeamento do genoma humano",Genética,1109,2018-09-18,2018-11-08,B,31738,3
Bmyy3039,"Monitoramento de florestas tropicais e desenvolvimento de soluções para desmatamento ilegal","Meio ambiente",464,2020-02-14,2020-05-17,B,26639,3
BoI252,"Os segredos do raio-X em 4D",Educação,486,2020-08-18,2020-11-21,B,48093,5
BoW771,"O rastreador de mosquitos com inteligência artificial",Tecnologia,397,2022-06-26,2022-07-13,B,34834,1
Bpaa1630,"Promoção da igualdade racial e combate ao racismo na periferia","Direitos Humanos",1267,2021-09-08,2022-02-14,B,33915,5
Bpab2781,"Projeto de Desenvolvimento de Novos Medicamentos",Saúde,1430,2021-11-05,2021-12-02,B,32820,2
BpD3594,"Promoção da justiça social e acesso à justiça para migrantes","Justiça Social",1299,2020-11-12,2021-01-06,B,34221,4
Bpdd3689,"Projeto de Desenvolvimento de Sistemas de Realidade Aumentada","Ciência da Computação",939,2021-12-09,2022-04-25,B,44929,2
Bpdd3697,"Projeto de Desenvolvimento de Tecnologias para Agricultura Vertical",Agricultura,455,2021-08-28,2021-12-13,B,47295,5
BpE3056,"Promoção da saúde e prevenção de doenças em crianças",Saúde,486,2022-04-26,2022-08-02,B,29720,5
BpE3061,"Projeto de Desenvolvimento de Plataformas de Streaming","Ciência da Computação",670,2022-05-11,2022-06-17,B,16416,4
BpH4114,"Projeto de Desenvolvimento de Novas Terapias",Saúde,1479,2019-01-10,2019-03-26,B,34221,1
BpH4348,"Projeto Monitoramento da Qualidade do Ar","Meio Ambiente",610,2021-03-08,2021-08-10,B,29931,1
BpH785,"Projeto de Desenvolvimento de Sistemas de Inteligência Artificial para Saúde",Saúde,328,2022-06-14,2022-08-13,B,31742,2
Bpii3398,"Projeto de Desenvolvimento de Inteligência Artificial para Jogos","Ciência da Computação",1254,2018-05-02,2018-10-29,B,43840,1
BpK209,"Plataforma web para ensino a distância",Tecnologia,1293,2021-06-26,2021-07-21,B,19165,4
BpK2570,"Planejamento urbano para cidades inteligentes e inclusivas para migrantes LGBTQIA+",Tecnologia,1334,2020-10-29,2021-01-03,B,14106,1
BpL2982,"Portal web para divulgação científica",Tecnologia,881,2020-01-25,2020-06-16,B,41792,2
BpN3301,"Promoção da saúde mental em comunidades migrantes LGBTQIA+","Saúde Mental",1478,2020-02-28,2020-05-24,B,11644,1
BpP3072,"Planejamento urbano para cidades mais inclusivas para comunidades quilombolas","Planejamento Urbano",929,2022-12-30,2023-04-09,B,42429,5
Bppp803,"Projeto de Desenvolvimento de Sistemas de Reconhecimento Facial","Ciência da Computação",484,2019-01-22,2019-03-22,B,12600,2
Bppp997,"Projeto de Desenvolvimento de Dispositivos Médicos",Saúde,540,2021-05-13,2021-07-08,B,28058,5
BpQ1702,"Planejamento urbano para cidades mais sustentáveis e inclusivas","Planejamento Urbano",521,2020-07-09,2020-11-29,B,48447,4
BpR2151,"Projeto de Desenvolvimento de Tecnologias para a Indústria 4.0",Engenharia,826,2019-12-17,2020-05-31,B,33422,3
BpS2158,"Projeto de Diagnóstico por Imagem",Medicina,1200,2020-11-03,2021-02-22,B,10037,5
BpS2177,"Projeto de Desenvolvimento de Sistemas de Inteligência Artificial para Meio Ambiente","Meio Ambiente",1225,2018-10-06,2019-03-02,B,24333,2
Bpss1344,"Projeto de Engenharia Aeroespacial",Engenharia,1274,2022-06-28,2022-09-30,B,49610,3
Bpss2143,"Promoção da saúde e prevenção de doenças em comunidades carentes",Saúde,970,2018-12-01,2019-05-20,B,21316,2
Bpss2847,"Promoção da igualdade de gênero e combate à violência contra a mulher migrante LGBTQIA+",Inclusão,1018,2019-07-03,2019-08-22,B,28437,2
Bpss581,"Projeto de Sustentabilidade Urbana","Meio Ambiente",887,2021-03-16,2021-05-09,B,17816,1
Bptt1951,"Planejamento urbano para cidades mais inclusivas para pessoas LGBTQIA+","Planejamento Urbano",347,2021-03-03,2021-06-21,B,40282,1
Bpuu3692,"Projeto de Desenvolvimento de Novos Materiais",Química,391,2019-04-01,2019-08-05,B,34749,2
Bpvv2002,"Promoção da justiça social e acesso à justiça para comunidades quilombolas","Justiça Social",1109,2021-10-28,2022-02-13,B,17848,5
Bpvv2821,"Projeto de Pesquisa em Agricultura de Precisão",Agricultura,1330,2019-08-26,2020-01-11,B,40617,3
BpW3543,"Promoção da igualdade de gênero e combate à discriminação contra pessoas LGBTQIA+",Inclusão,418,2020-01-30,2020-03-02,B,27873,3
Bpww2889,"Planejamento de atividade de transporte florestal com sistema multi-agente",Tecnologia,1145,2021-02-14,2021-03-16,B,12802,4
BpX1316,"Promoção da saúde sexual e reprodutiva em comunidades LGBTQIA+",Saúde,599,2022-03-07,2022-04-16,B,33443,5
Bpxx1011,"Promoção da saúde mental em comunidades migrantes","Saúde Mental",757,2021-01-03,2021-03-03,B,37573,4
BpY349,"Promoção da igualdade de gênero e combate à discriminação contra crianças",Inclusão,550,2018-06-27,2018-07-31,B,28037,4
BpY356,"Planejamento urbano para cidades mais inclusivas para pessoas em situação de pobreza","Planejamento Urbano",436,2019-10-03,2020-03-21,B,15802,3
BrC2347,"Robôs para cirurgias delicadas",Tecnologia,549,2022-03-12,2022-05-11,B,12080,4
Bree2524,"Robôs para polinização de plantas",Tecnologia,518,2022-05-26,2022-07-21,B,44989,4
Brff230,"Redução das desigualdades sociais entre quilombolas e não-quilombolas através de políticas públicas","Políticas Públicas",1404,2018-08-19,2018-12-24,B,31990,3
Brkk1548,"Redução das desigualdades regionais entre áreas com alta e baixa concentração de migrantes LGBTQIA+ através de políticas públicas",Inclusão,538,2022-03-04,2022-04-04,B,41540,1
Brkk3574,"Robótica relacionada a inteligência artificial",Tecnologia,418,2021-06-14,2021-11-05,B,39367,5
BrQ2712,"Redução das desigualdades regionais através de políticas públicas","Políticas Públicas",724,2018-11-01,2018-12-02,B,42843,5
Brtt548,"Robótica relacionada a inteligência artificial",Tecnologia,1313,2021-09-25,2021-12-26,B,37962,3
Brxx1339,"Redes neurais artificiais na estimativa de composição física e química do solo",Tecnologia,960,2019-10-17,2020-03-31,B,17643,5
Bsss1113,"Soluções para o controle da poluição atmosférica em áreas urbanas","Meio Ambiente",1038,2019-11-15,2020-03-10,B,47339,1
BtT272,"Tecnologias limpas para a indústria do petróleo",Energia,725,2020-08-27,2020-10-21,B,23351,5
CaA29,"Análise da relação entre nutrição e envelhecimento saudável",Saúde,1358,2018-11-19,2019-04-20,C,6247,4
Caaa3097,"A arte da inteligência artificial para criatividade",Tecnologia,487,2021-01-20,2021-06-30,C,8530,4
Caab1326,"Análise da influência da educação na mobilidade social",Educação,421,2022-12-11,2023-01-17,C,5122,2
CaC4735,"Análise das tendências de crescimento populacional mundial",Demografia,1355,2020-07-12,2020-11-15,C,5178,3
Cacc1399,"Análise da relação entre a exposição a poluentes ambientais e a saúde mental",Ecologia,399,2021-01-07,2021-03-26,C,4912,2
Cacc4220,"Análise de técnicas de reciclagem de resíduos sólidos urbanos","Engenharia Ambiental",780,2022-06-11,2022-09-08,C,9492,4
Cadd1010,"Astronomy at the Crossroads: The Future of Space Science",Astronomia,1453,2021-07-14,2021-09-27,C,8892,3
Cadd2965,"Análise da relação entre nutrição e saúde cardiovascular",Saúde,1419,2020-04-19,2020-05-27,C,7382,3
CaE1527,"Análise de impacto da poluição atmosférica na saúde humana","Saúde Pública",958,2020-03-22,2020-06-25,C,9913,5
CaE3827,"A arte da inteligência artificial para criatividade",Tecnologia,1456,2021-09-05,2022-01-06,C,9630,5
CaE4181,"Análise da influência da tecnologia na comunicação interpessoal",Comunicação,838,2021-10-01,2022-01-10,C,7353,2
Caee3040,"A análise de dados orbitais para prever desastres naturais",Astronomia,1391,2019-10-27,2020-03-03,C,6394,2
Caee3399,"Análise da relação entre poluição visual e qualidade de vida",Urbanização,668,2022-02-13,2022-05-10,C,9094,5
Caee437,"Análise da relação entre migração e discriminação contra pessoas LGBTQIA+",Inclusão,1305,2019-04-10,2019-07-05,C,1547,4
Caee4455,"A potência do impacto da inteligência artificial na radiologia",Tecnologia,346,2018-08-25,2018-11-23,C,4721,3
CaF2385,"Análise da influência da música na cognição humana",Neurociência,1114,2019-05-29,2019-09-26,C,3629,3
CaF977,"Análise de impactos ambientais em rodovias","Engenharia de Transportes",1394,2018-09-25,2018-11-22,C,5835,4
Caff1080,"Análise de dados para otimização de rotas de transporte",Tecnologia,1137,2022-01-05,2022-05-28,C,2465,1
Caff2616,"Avaliação do Impacto da Agricultura Convencional na Qualidade do Solo","Agricultura Sustentável",529,2018-11-24,2019-01-15,C,8527,5
Caff4537,"Análise da relação entre poluição sonora e qualidade de vida",Urbanização,432,2018-11-06,2018-12-17,C,5358,4
Caff4540,"Análise de Dados Sísmicos para Prever Terremotos",Geologia,576,2020-06-22,2020-11-13,C,9298,5
Cagg3648,"Análise de dados genéticos para prevenção de doenças",Genética,826,2019-05-02,2019-10-06,C,6025,2
CaH21,"Análise da utilização de fontes renováveis de energia no mundo","Energia Renovável",474,2020-04-13,2020-05-31,C,7282,1
CaI3342,"Análise de técnicas de reciclagem de resíduos sólidos urbanos","Engenharia Ambiental",1286,2020-03-24,2020-06-04,C,5746,3
CaJ2746,"Análise da relação entre educação e mobilidade social",Educação,926,2022-08-22,2022-11-07,C,6850,2
Cajj3788,"Análise da relação entre o uso de dispositivos móveis e a saúde mental",Tecnologia,1193,2020-12-05,2021-03-02,C,5281,4
Cajj68,"Análise de dados de comportamento de mercado",Economia,361,2021-08-03,2021-11-30,C,4168,2
CaK3649,"Análise de dados para previsão de demanda de energia elétrica",Tecnologia,1335,2022-11-05,2023-02-24,C,6959,2
Cakk3402,"Análise de dados de prevenção de epidemias","Saúde Pública",717,2020-08-05,2020-12-18,C,2866,2
Call3570,"A potência do impacto da inteligência artificial na radiologia",Tecnologia,661,2022-11-30,2023-04-22,C,6379,5
Camm245,"Análise da relação entre o uso de dispositivos eletrônicos e a saúde ocular",Tecnologia,1018,2018-04-22,2018-08-30,C,6177,5
Camm473,"Análise de dados de mercado financeiro",Economia,348,2018-10-10,2019-03-20,C,8841,1
CaN1249,"Análise de Dados de Neuroimagem para Entender a Mente Humana",Neurociência,685,2020-10-01,2021-01-08,C,9955,5
CaN3310,"Análise da relação entre sedentarismo e doenças crônicas",Saúde,1122,2020-08-29,2021-01-12,C,9148,3
CaN4532,"Análise do papel dos microbiomas em enfermidades autoimunes",Imunologia,836,2020-09-12,2020-10-27,C,4971,2
CaO4464,"Ação contra a mudança climática através do desenvolvimento de tecnologias verdes em áreas com alta concentração de migrantes","Mudança Climática",940,2018-08-20,2018-11-12,C,9642,2
Caoo1747,"Análise da relação entre atividade física e saúde mental",Saúde,791,2022-02-22,2022-07-04,C,4165,3
CaP3024,"Análise da eficácia de programas de prevenção ao bullying escolar",Educação,1014,2020-05-16,2020-09-17,C,8195,1
Capp2158,"Análise da utilização de biocombustíveis na matriz energética",Sustentabilidade,855,2019-10-13,2019-12-11,C,3480,2
Caqq1225,"A arte da inteligência artificial para criatividade",Tecnologia,1098,2020-08-02,2020-10-11,C,3761,3
Caqq4510,"Análise da resistência bacteriana a antimicrobianos",Microbiologia,517,2018-10-03,2019-02-28,C,8908,2
CaS4015,"Aumentar a produtividade de colheitas e melhor uso de recursos na agricultura com inteligência artificial",Tecnologia,1299,2022-09-13,2022-10-30,C,7993,3
CaS4039,"Análise de dados de impacto ambiental","Meio Ambiente",682,2019-04-25,2019-08-27,C,7672,2
Cass2840,"Agricultura e Mudanças Climáticas",Agricultura,1245,2020-07-17,2020-10-07,C,1239,4
Catt3588,"Análise da relação entre poluição do ar e doenças respiratórias",Saúde,420,2022-10-18,2022-12-27,C,8251,2
Cavv2938,"Análise da distribuição de espécies de aves em diferentes habitats",Ecologia,377,2018-12-27,2019-02-08,C,6385,2
CcA1314,"Conservação da biodiversidade terrestre e florestal em áreas com alta concentração de migrantes","Conservação Terrestre",658,2019-08-08,2020-01-07,C,4443,2
CcK4409,"Conservação da biodiversidade terrestre e florestal em áreas com alta concentração de migrantes","Conservação Terrestre",1451,2018-10-20,2018-11-14,C,2754,3
Ccmm2850,"Criação de um jogo educativo na web com HTML5 e JavaScript",Tecnologia,897,2022-08-24,2023-01-21,C,4405,4
Ccrr3512,"Cateterismo venoso com robôs",Tecnologia,1044,2018-04-23,2018-07-17,C,2066,1
Ccss2051,"Combate ao trabalho infantil e promoção dos direitos da criança","Direitos Humanos",518,2022-05-18,2022-06-17,C,8820,3
CcT1158,"Conscientização sobre o consumo consciente e desperdício de alimentos","Consumo Consciente",1294,2018-02-17,2018-04-26,C,5992,2
CcV2506,"Conscientização sobre o consumo consciente e produção responsável em comunidades quilombolas","Consumo Consciente",1246,2020-03-16,2020-06-26,C,4272,5
Ccvv4150,"Conservação da biodiversidade terrestre e florestal em áreas quilombolas","Conservação Terrestre",619,2018-01-02,2018-03-17,C,8193,2
Cdaa1230,"Desenvolvimento de Algoritmos para Análise de Dados Climáticos",Climatologia,596,2018-09-04,2019-01-12,C,9500,1
CdB1946,"Desenvolvimento de tecnologias para tratamento de resíduos sólidos urbanos","Engenharia ambiental",639,2022-06-16,2022-11-15,C,4561,3
CdC3960,"Desenvolvimento de novos métodos de produção de alimentos orgânicos",Agroecologia,912,2019-04-18,2019-05-24,C,7526,4
CdC4773,"Desenvolvimento de infraestrutura de transporte sustentável",Transporte,1046,2020-02-02,2020-06-23,C,8034,2
Cdcc223,"Desenvolvimento de tecnologias para o transporte coletivo eficiente",Transporte,1147,2022-10-07,2023-03-24,C,3752,5
Cdcc325,"Desenvolvimento de novos materiais para uso em painéis solares","Engenharia de materiais",1469,2021-11-07,2022-02-24,C,3151,2
Cdcc430,"Desenvolvimento de um sistema web para gestão de projetos acadêmicos",Tecnologia,461,2018-10-22,2018-11-23,C,9224,5
CdD1290,"Desenvolvimento de tecnologias para a gestão de bacias hidrográficas","Recursos Hídricos",1100,2020-04-30,2020-09-01,C,6930,4
CdD2500,"Desenvolvimento de novos medicamentos",Farmacologia,611,2020-12-16,2021-02-06,C,9835,4
CdD3411,"Desenvolvimento de novas técnicas de produção de alimentos orgânicos em áreas urbanas","Engenharia agrícola",1453,2020-03-12,2020-05-16,C,3229,2
CdD4042,"Desenvolvimento de um novo método de tratamento de água","Engenharia ambiental",899,2020-07-30,2020-12-10,C,8893,5
Cdff201,"Desenvolvimento de novos medicamentos para o tratamento do câncer",Farmacologia,1400,2022-01-24,2022-04-01,C,3286,4
Cdff3733,"Distribuição de energia por demandas através de técnicas de formação de coalizões com inteligência artificial",Tecnologia,1244,2019-11-24,2020-02-20,C,4704,3
CdJ4445,"Desenvolvimento de vacinas para doenças tropicais",Imunologia,727,2018-09-30,2018-11-18,C,8865,3
Cdjj1598,"Desenvolvimento de tecnologias para a conservação da biodiversidade","Meio Ambiente",1012,2018-09-02,2018-11-27,C,1561,4
Cdjj1872,"Desenvolvimento de tecnologias para a inclusão social de pessoas LGBTQIA+",Inclusão,945,2021-08-06,2021-11-02,C,5405,4
Cdjj613,"Desenvolvimento de tecnologias para a produção de plásticos biodegradáveis","Engenharia de materiais",802,2019-08-06,2019-11-18,C,8195,4
Cdkk1768,"Desenvolvimento de materiais ecológicos",Química,1060,2020-05-26,2020-07-10,C,8559,2
Cdkk371,"Desenvolvimento de tecnologias para a produção de biogás a partir de resíduos orgânicos","Engenharia ambiental",533,2020-08-06,2020-12-09,C,9962,3
CdL3910,"Desenvolvimento de fontes de energia renovável e acessível para comunidades carentes","Energia Renovável",1470,2021-04-16,2021-05-20,C,4969,1
Cdll1296,"Desenvolvimento de novas técnicas de produção de alimentos em áreas degradadas","Engenharia agrícola",1404,2021-07-15,2021-10-19,C,1409,4
Cdll1679,"Desenvolvimento de tecnologias para a produção agroecológica",Agricultura,1053,2018-07-06,2018-10-18,C,3365,4
CdM2618,"Desenvolvimento de novas técnicas de conservação de solos em áreas de produção agrícola","Engenharia agrícola",1206,2019-11-06,2020-01-03,C,1213,3
CdM3354,"Desenvolvimento de novos tratamentos para doenças autoimunes",Farmacologia,959,2022-02-13,2022-03-18,C,1733,4
CdM3581,"Desenvolvimento de tecnologias para a agricultura familiar",Agricultura,789,2019-10-10,2020-02-22,C,7280,5
CdO1097,"Desenvolvimento de métodos de análise de dados para detecção de fraude em transações financeiras","Ciência da Computação",735,2021-08-26,2022-01-31,C,5362,4
Cdoo1957,"Design de página na web institucional para a TOTI Diversidade",Tecnologia,887,2018-12-20,2019-02-07,C,2713,5
Cdoo640,"Desenvolvimento de novos materiais a partir de nanotecnologia",Física,650,2018-01-25,2018-03-06,C,9340,2
CdP654,"Desenvolvimento de novas técnicas de produção de alimentos com baixo impacto ambiental",Agroecologia,1301,2020-08-16,2020-10-19,C,6445,3
Cdpp2990,"Desenvolvimento de novas tecnologias para energia renovável",Energia,1227,2021-12-08,2022-01-12,C,9332,1
Cdpp3552,"Desenvolvimento de tecnologias para uso eficiente da água em indústrias","Engenharia química",355,2022-05-24,2022-06-13,C,6831,4
Cdpp4536,"Desenvolvimento de programas para a inclusão social e econômica de pessoas em situação de pobreza",Inclusão,984,2018-01-19,2018-05-13,C,3112,5
CdQ3695,"Desenvolvimento de programas para a prevenção do trabalho infantil","Políticas Públicas",1408,2021-09-13,2022-02-01,C,6814,5
Cdqq1826,"Desenvolvimento de tecnologias inovadoras para a indústria sustentável","Indústria Sustentável",1082,2018-08-23,2018-12-06,C,4784,3
Cdqq4251,"Desenvolvimento de políticas públicas para a promoção dos direitos das crianças","Políticas Públicas",410,2022-05-04,2022-09-23,C,3317,1
CdR448,"Desenvolvimento de novos materiais para energia solar",Física,395,2022-07-01,2022-08-28,C,7944,3
Cdrr2112,"Desenvolvimento de programas para a promoção da saúde e prevenção de doenças",Saúde,471,2020-10-18,2021-01-05,C,1384,5
Cdrr3203,"Desenvolvimento de novos medicamentos",Farmacologia,339,2019-06-29,2019-08-26,C,2977,5
CdS840,"Desenvolvimento de políticas públicas para a promoção dos direitos das crianças","Políticas Públicas",1080,2019-06-06,2019-08-28,C,3022,1
CdT1520,"Desenvolvimento de uma plataforma web para ensino a distância",Tecnologia,977,2018-11-27,2018-12-07,C,1255,4
CdT2042,"Desenvolvimento de tecnologias para a gestão integrada de recursos hídricos em bacias hidrográficas","Engenharia ambiental",1179,2022-11-29,2023-01-14,C,4454,3
Cdtt1021,"Desenvolvimento de tecnologias para a inclusão social de pessoas LGBTQIA+",Inclusão,1048,2018-06-07,2018-07-09,C,3898,3
CdU423,"Desenvolvimento de tecnologias para a produção de alimentos orgânicos",Agroecologia,564,2021-07-22,2021-08-12,C,4049,2
CdU820,"Desenvolvimento de tecnologias para a produção de biocombustíveis a partir de resíduos agroindustriais",Bioquímica,1399,2020-11-03,2021-04-12,C,5991,5
Cduu2538,"Desenvolvimento de tecnologias para a gestão integrada de resíduos","Meio Ambiente",1429,2018-10-20,2019-02-12,C,7736,5
Cduu4447,"Desenvolvimento de tecnologias para a gestão de águas subterrâneas em áreas urbanas","Engenharia civil",1136,2018-10-25,2018-11-07,C,7435,2
Cduu702,"Desenvolvimento de inteligência artificial","Ciência da Computação",1361,2021-05-27,2021-09-15,C,4687,3
CdV4845,"Desenvolvimento de uma rede social na web com PHP e MySQL",Tecnologia,1468,2020-08-30,2021-01-18,C,2229,2
CdV999,"Desenvolvimento de novas técnicas de reciclagem de resíduos sólidos","Engenharia ambiental",748,2018-04-01,2018-05-19,C,9179,5
Cdvv1149,"Desenvolvimento de inteligência artificial","Ciência da Computação",1036,2020-01-02,2020-02-29,C,9260,1
CdW1930,"Desenvolvimento de tecnologias para a agricultura de precisão",Agricultura,933,2020-11-07,2021-01-20,C,9883,2
CdW3045,"Desenvolvimento de novos alimentos funcionais",Nutrição,776,2021-05-21,2021-08-15,C,2719,3
CdW859,"Developing a Universal Vaccine for Emerging Diseases",Imunologia,1467,2021-06-15,2021-10-13,C,8455,2
Cdww2218,"Desenvolvimento de tecnologias para uso eficiente da água na agricultura","Engenharia agrícola",1473,2020-02-13,2020-04-09,C,4367,2
CdX2418,"Desenvolvimento de um portal web para divulgação científica",Tecnologia,805,2022-11-23,2023-01-16,C,7047,2
Cdxx1869,"Desenvolvimento de parcerias para a promoção do desenvolvimento sustentável em áreas quilombolas","Políticas Públicas",1249,2021-09-09,2021-11-18,C,1341,5
CdY1363,"Desenvolvimento de programas para a inclusão social de comunidades quilombolas",Inclusão,814,2019-12-21,2020-02-25,C,4885,2
CdY3733,"Desenvolvimento de novas técnicas de reciclagem de materiais plásticos","Engenharia de materiais",1205,2018-01-16,2018-02-04,C,7906,3
CdY4581,"Desenvolvimento de um chatbot com inteligência artificial para atendimento ao cliente",Tecnologia,1016,2019-01-05,2019-05-21,C,9161,3
Cdyy13,"Desenvolvimento de Novas Fontes de Energia Limpa",Energia,645,2019-02-08,2019-05-19,C,6236,2
Cdyy1365,"Desenvolvimento de novas tecnologias para agricultura sustentável",Agricultura,482,2019-09-02,2019-12-11,C,3601,4
Cdyy1429,"Desenvolvimento de novas técnicas de produção de alimentos em áreas de várzea","Engenharia agrícola",557,2019-11-17,2020-02-07,C,6930,1
Cdyy3817,"Desenvolvimento de programas para a integração cultural de migrantes LGBTQIA+",Inclusão,1078,2021-06-08,2021-08-24,C,5335,1
Cdyy4525,"Desenvolvimento de novos sensores para detecção de contaminação por metais pesados",Bioquímica,589,2021-01-03,2021-03-12,C,5220,4
Cdza3449,"Descobrindo Curas para Doenças Raras",Medicina,1232,2020-10-02,2021-03-28,C,5505,5
Ceab2973,"Estudos de microplásticos em regiões costeiras",Oceanografia,763,2021-04-20,2021-09-21,C,6797,2
Ceab3668,"Estudo de comportamento dos animais em cativeiro",Zoologia,1193,2021-09-22,2022-01-28,C,8707,4
CeB4704,"Erradicação da fome e promoção da agricultura sustentável",Agricultura,441,2019-04-04,2019-09-04,C,9619,3
CeC2012,"Estudo da relação entre o desmatamento e as mudanças climáticas na Amazônia",Climatologia,1500,2018-10-04,2019-02-11,C,1873,2
CeC992,"Estudo da relação entre a poluição atmosférica e a saúde respiratória da população","Toxicologia ambiental",894,2021-07-16,2021-11-19,C,8408,3
Cecc4360,"Estudo de Antropologia Biológica",Antropologia,945,2021-09-27,2022-02-25,C,5797,2
CeD3684,"Estudo do impacto da mineração em áreas rurais na saúde humana","Toxicologia ambiental",595,2019-04-28,2019-09-08,C,3323,5
CeD4820,"Estudo de Engenharia de Controle e Automação",Engenharia,441,2021-02-21,2021-06-07,C,9448,4
CeE2182,"Estudo do impacto da mineração em áreas urbanas na saúde humana","Engenharia ambiental",639,2022-02-05,2022-03-07,C,5890,3
CeE4715,"Estudo de Biologia Molecular",Biologia,1292,2020-06-02,2020-10-12,C,9909,2
Ceee1916,"Estudo sobre a utilização de tecnologias de inteligência artificial na identificação de padrões de tráfego",Tecnologia,684,2021-12-13,2022-04-24,C,9063,4
CeF1341,"Estudo da relação entre a gestão de resíduos sólidos e a saúde pública","Toxicologia ambiental",1059,2018-02-10,2018-06-01,C,3375,2
Ceff2863,"Estudo de Sociologia da Ciência",Sociologia,640,2020-09-01,2020-12-02,C,4427,2
Ceff4825,"Estudo de processos de inteligência e cognição",Psicologia,623,2018-08-28,2018-09-25,C,9198,4
CeG1051,"Estudo do impacto das mudanças climáticas na produção de café no Brasil",Agroecologia,1248,2022-03-20,2022-07-20,C,1353,2
Cegg4595,"Estudo sobre a relação entre mobilidade urbana e desenvolvimento econômico",Urbanização,969,2020-09-29,2020-10-17,C,7257,1
